image_name,neatness,spacing,slant,letter_size,pressure,baseline_shift,loop_size,stroke_speed,connection_type,stroke_variation
1.jpg,0.9346160888671875,0.017175040284125098,0.080154649913311,6.815212876049441e-05,0.02290116852405022,0.060712606841759116,6.815212876049441e-05,0.0653839111328125,1.34,0.12978735746179942
10.jpg,0.942474365234375,0.020366045354412086,0.07761280238628387,7.646199365019274e-05,0.023067339728860325,0.06333898876910411,7.646199365019274e-05,0.057525634765625,1.135,0.13043187462175812
11.jpg,0.9490509033203125,0.02995392570509458,0.051485754549503326,7.356916155133928e-05,0.020386699601715685,0.054124118331840824,7.356916155133928e-05,0.0509490966796875,1.05,0.12190884310723424
12.jpg,0.9372100830078125,0.050953302016590346,0.06715425848960876,8.95045747692953e-05,0.025147681142769662,0.0851332531550017,8.95045747692953e-05,0.0627899169921875,1.1175,0.13555093100262658
13.jpg,0.94915771484375,0.016475036395031728,0.002612054580822587,8.268045602286967e-05,0.02418673646216296,0.06735676143374666,8.268045602286967e-05,0.05084228515625,0.9975,0.13724008493538442
14.jpg,0.948760986328125,0.014664664607553264,0.011804201640188694,7.250580046403712e-05,0.021846277573529416,0.056808678230274,7.250580046403712e-05,0.051239013671875,1.0775,0.12763496156100887
15.jpg,0.95147705078125,0.012594061585216,0.03769965097308159,7.500940439652423e-05,0.020243626014859073,0.05240773393471717,7.500940439652423e-05,0.04852294921875,0.98,0.12522367750784894
16.jpg,0.9594879150390625,0.01448964209937884,-0.008312568068504333,0.00011185773714320867,0.020387597177542904,0.06537337217931251,0.00011185773714320867,0.0405120849609375,0.635,0.12679425872455302
17.jpg,0.9545745849609375,0.01579742995135314,0.020065777003765106,7.390401449548193e-05,0.021090219535079613,0.05141401317764808,7.390401449548193e-05,0.0454254150390625,1.0375,0.12683597138967004
18.jpg,0.94970703125,0.01317545975944664,0.027427837252616882,6.271230763402479e-05,0.01662364286534923,0.047797402681919,6.271230763402479e-05,0.05029296875,1.16,0.10100735023952774
19.jpg,0.94073486328125,0.04808203966124465,-0.008951706811785698,0.00010657737322170717,0.029906448663449714,0.06841008805129366,0.00010657737322170717,0.05926513671875,0.9775,0.15091463733618138
2.jpg,0.93585205078125,0.04474039839011397,0.11135675758123398,0.00011063628586741424,0.029851876053155646,0.0853467090473512,0.00011063628586741424,0.06414794921875,0.9475,0.14905106578389743
20.jpg,0.9519195556640625,0.015068572072724572,-0.004252375569194555,9.63182420701952e-05,0.023204309800091916,0.06628322157275039,9.63182420701952e-05,0.0480804443359375,0.8325,0.13303252839869875
21.jpg,0.945037841796875,0.023197896372807426,0.015097350813448429,0.00010110013311801676,0.025783404181985325,0.0676760355392877,0.00010110013311801676,0.054962158203125,0.895,0.1404041078156348
22.jpg,0.9419403076171875,0.019036529345482694,0.03493746742606163,7.639367595996732e-05,0.023726459577971815,0.057821972079736134,7.639367595996732e-05,0.0580596923828125,1.1475,0.1332740040425951
23.jpg,0.954925537109375,0.01618347438505159,0.0029919957742094994,8.705496459624656e-05,0.021482400333180163,0.057643667671561066,8.705496459624656e-05,0.045074462890625,0.9075,0.1290819397994896
24.jpg,0.9589691162109375,0.011861204320753242,0.04679904505610466,7.252163357204862e-05,0.015734564089307623,0.04782495077294462,7.252163357204862e-05,0.0410308837890625,0.9,0.10820096366367993
25.jpg,0.9495697021484375,0.01391829262890596,0.058661218732595444,5.9636692893966395e-05,0.01805007036994488,0.046763370420935035,5.9636692893966395e-05,0.0504302978515625,1.2275,0.11696125461131009
26.jpg,0.946990966796875,0.015370888781052618,-0.011127392761409283,8.704625263115285e-05,0.02352995031020222,0.055745050548373636,8.704625263115285e-05,0.053009033203125,0.965,0.13173230585729379
27.jpg,0.947113037109375,0.01590247742967937,0.006132783368229866,0.0001094612532747006,0.027649524165134776,0.06843053343049615,0.0001094612532747006,0.052886962890625,0.835,0.147124251438925
28.jpg,0.9460296630859375,0.016872408660703032,0.03429408371448517,6.791465302817842e-05,0.019842349781709512,0.05946778200237927,6.791465302817842e-05,0.0539703369140625,1.17,0.11945501305954903
29.jpg,0.953338623046875,0.011924146530215663,0.01826683059334755,8.04778068296371e-05,0.02102589326746318,0.06347601806749661,8.04778068296371e-05,0.046661376953125,0.93,0.12806696575782953
3.jpg,0.9450836181640625,0.01422717911083459,0.09995332360267639,6.555741833102318e-05,0.020689481847426472,0.056187976510216904,6.555741833102318e-05,0.0549163818359375,1.24,0.12268193266830296
30.jpg,0.941650390625,0.017949511274847375,-0.005424146540462971,9.232860500529661e-05,0.0266453761680453,0.07232197520614027,9.232860500529661e-05,0.058349609375,1.0325,0.1416840343120383
31.jpg,0.94976806640625,0.015609758502619944,0.009053165093064308,8.211734790157005e-05,0.025014480890012236,0.05731134638005087,8.211734790157005e-05,0.05023193359375,1.035,0.1407800978448678
32.jpg,0.9325408935546875,0.018251116184155286,0.005706479772925377,0.00010786519940856778,0.03124593098958328,0.08736902381657402,0.00010786519940856778,0.0674591064453125,0.9775,0.15602280050310008
33.jpg,0.94659423828125,0.015932630927669136,0.011903015896677971,0.00010162353515625,0.026130825865502416,0.06378791670904821,0.00010162353515625,0.05340576171875,0.875,0.1434629683365834
34.jpg,0.949951171875,0.014105021812409399,0.04726430028676987,7.3769376805809e-05,0.020451743929993826,0.05720492593078958,7.3769376805809e-05,0.050048828125,1.0275,0.12365414897273243
35.jpg,0.9356231689453125,0.03723572315394881,0.12274293601512909,0.00010357039640513127,0.026653873219209534,0.0892215601284407,0.00010357039640513127,0.0643768310546875,1.0475,0.13834350182368482
36.jpg,0.9402618408203125,0.014915382614765677,0.0317898653447628,6.935813210227273e-05,0.02030172909007355,0.058413144113590915,6.935813210227273e-05,0.0597381591796875,1.21,0.12047749042169881
37.jpg,0.9383087158203125,0.017405024134065337,0.0745849609375,8.81381801791958e-05,0.028097294826133545,0.07151057704220679,8.81381801791958e-05,0.0616912841796875,1.0725,0.1489780182059307
38.jpg,0.9520721435546875,0.011807627486543282,0.00912835169583559,6.953648158482143e-05,0.018633734011182623,0.056148848389498573,6.953648158482143e-05,0.0479278564453125,1.05,0.1185425067610332
39.jpg,0.939697265625,0.014867843838107906,0.04160095751285553,7.106750968873031e-05,0.024260636871936248,0.06442546070120153,7.106750968873031e-05,0.060302734375,1.27,0.13672682909671502
4.jpg,0.94781494140625,0.03717008328677282,0.01676727645099163,0.00010947131235665138,0.026856785194546595,0.06610108186717638,0.00010947131235665138,0.05218505859375,0.8175,0.1443149911711415
5.jpg,0.933868408203125,0.019221549149337293,0.04457570239901543,8.611679077148437e-05,0.02979042202818627,0.06564568238631077,8.611679077148437e-05,0.066131591796875,1.2,0.1504476342323457
6.jpg,0.9412078857421875,0.015077556949988013,0.032313358038663864,6.891676217071282e-05,0.02212332931219363,0.05985614137491164,6.891676217071282e-05,0.0587921142578125,1.21,0.12976021755163275
7.jpg,0.9446258544921875,0.015701004909290717,0.0626855194568634,6.692240557332677e-05,0.022721832873774495,0.05404441007339032,6.692240557332677e-05,0.0553741455078125,1.27,0.13165709190315542
8.jpg,0.9522857666015625,0.01265101842269172,0.008838155306875706,6.856846268891688e-05,0.017912860945159315,0.0509316785205845,6.856846268891688e-05,0.0477142333984375,0.9925,0.11435330143919906
9.jpg,0.938934326171875,0.015409042053099708,0.016420917585492134,7.911964699074074e-05,0.0252717261220895,0.06218878604214431,7.911964699074074e-05,0.061065673828125,1.215,0.13836086087003344
10std_1.jpg,0.9257354736328125,0.02159575885785227,0.09304589033126831,0.00017767921488552808,0.021333642099417904,0.08872121704918473,0.00017767921488552808,0.0742645263671875,0.935,0.06756932257776291
10std_10.jpg,0.9393768310546875,0.01915517821283623,0.07925122231245041,0.00019088102026460727,0.02333368039598649,0.08649501748497733,0.00019088102026460727,0.0606231689453125,0.6525,0.09758331419404884
10std_11.jpg,0.9384613037109375,0.021720471893307284,0.0337744876742363,0.00016028814640576625,0.02351834166283706,0.0662877165216993,0.00016028814640576625,0.0615386962890625,0.8075,0.09925162092370148
10std_12.jpg,0.938140869140625,0.02270269156179909,0.011439984664320946,0.0002097075840212264,0.029200714709711972,0.0629956765941662,0.0002097075840212264,0.061859130859375,0.6625,0.13054720194545047
10std_13.jpg,0.9365692138671875,0.02086628776067263,0.053679488599300385,0.00017310833108836207,0.024417832318474275,0.08315972506881654,0.00017310833108836207,0.0634307861328125,0.725,0.12124497420964818
10std_14.jpg,0.9351959228515625,0.014228756537138582,0.04223807528614998,0.00024156446580762987,0.02294520957797186,0.0629176029462485,0.00024156446580762987,0.0648040771484375,0.5775,0.1080805459539708
10std_15.jpg,0.9406280517578125,0.023077008545839762,0.038509268313646317,0.0001516603046637538,0.026498413085937478,0.08546525510460147,0.0001516603046637538,0.0593719482421875,0.8225,0.11186043171537842
10std_16.jpg,0.9629669189453125,0.015460544911301777,0.13027869164943695,0.0001036014611851585,0.011558861825980427,0.06657293260453484,0.0001036014611851585,0.0370330810546875,0.8675,0.03323748732024708
10std_17.jpg,0.9370880126953125,0.02032856693023396,0.04592535272240639,0.000134765294186145,0.02462224025352333,0.08670573336461786,0.000134765294186145,0.0629119873046875,0.9225,0.11056843485194878
10std_18.jpg,0.9435272216796875,0.020706232356071528,0.036050837486982346,0.00016795685144968412,0.025135354434742685,0.07527729539284206,0.00016795685144968412,0.0564727783203125,0.6925,0.11523718839649154
10std_19.jpg,0.9362030029296875,0.022264535217561977,0.08043424040079117,0.00018470295930166967,0.025046554266237697,0.06871884142306596,0.00018470295930166967,0.0637969970703125,0.6925,0.11312675304088585
10std_2.jpg,0.954925537109375,0.0157206606135713,0.048588789999485016,0.00014581895412359023,0.018990430644914236,0.06922822522282294,0.00014581895412359023,0.045074462890625,0.665,0.0879146286241571
10std_20.jpg,0.9418487548828125,0.017863816166409335,0.028469016775488853,0.00012617254976052137,0.018853759765624978,0.0661294027892356,0.00012617254976052137,0.0581512451171875,0.995,0.07066041127110509
10std_21.jpg,0.9268646240234375,0.025433413130899897,0.044880323112010956,0.00016091086647727272,0.0295376646752451,0.07048336188093202,0.00016091086647727272,0.0731353759765625,0.9075,0.11712739797454537
10std_22.jpg,0.947601318359375,0.01817572345116272,0.11758199334144592,0.00014813514790925267,0.02214804256663605,0.06736517333882193,0.00014813514790925267,0.052398681640625,0.7025,0.09846750731183834
10std_23.jpg,0.946929931640625,0.01782731682782244,0.07661230117082596,0.0001494219513977466,0.020292035271139652,0.06118413080460323,0.0001494219513977466,0.053070068359375,0.735,0.0850393222997015
10std_24.jpg,0.9375762939453125,0.021308843550551376,0.016846388578414917,0.00021368482334893724,0.02250055051317401,0.08770981697325246,0.00021368482334893724,0.0624237060546875,0.6175,0.08804641085679589
10std_25.jpg,0.9491119384765625,0.01669984874186126,0.028446098789572716,0.00017756800497731854,0.024965951956954613,0.07621578237824414,0.00017756800497731854,0.0508880615234375,0.62,0.10488011560751112
10std_26.jpg,0.941192626953125,0.0189959802096039,0.025242069736123085,0.00012107787093495934,0.018123013365502483,0.08522392731228187,0.00012107787093495934,0.058807373046875,0.9225,0.07619783812976008
10std_27.jpg,0.9432220458984375,0.04582351072888535,0.05584324896335602,0.00015748221919221697,0.016952813840379943,0.06059342946266207,0.00015748221919221697,0.0567779541015625,0.795,0.08569500349917707
10std_28.jpg,0.94012451171875,0.02198208098299865,0.04206688329577446,0.0001719883510044643,0.02145176307827823,0.08512903175594107,0.0001719883510044643,0.05987548828125,0.7,0.09739388632040638
10std_29.jpg,0.9503173828125,0.015288126448728777,0.04662241041660309,0.00013743469871864186,0.018933763691023286,0.06534849933484266,0.00013743469871864186,0.0496826171875,0.7225,0.08027257892399112
10std_3.jpg,0.9455108642578125,0.01780990251086333,0.05526883155107498,0.0001517025683927048,0.02124430338541672,0.08705435402640303,0.0001517025683927048,0.0544891357421875,0.7325,0.08596822699344513
10std_30.jpg,0.9453582763671875,0.01863298911778199,0.028081391006708145,0.000192179824366714,0.024431355794270804,0.06859876723065454,0.000192179824366714,0.0546417236328125,0.66,0.10333345472956809
10std_31.jpg,0.9418487548828125,0.018665834660309057,0.08973561227321625,0.00013469069423180835,0.021609676585477966,0.06441674536393496,0.00013469069423180835,0.0581512451171875,0.8675,0.11447670336427909
10std_32.jpg,0.93603515625,0.024585082806487853,0.08967981487512589,0.00021772242304104477,0.02643193263633581,0.06812246674093149,0.00021772242304104477,0.06396484375,0.67,0.10363049164558619
10std_33.jpg,0.9589080810546875,0.017230175701367804,0.09517436474561691,0.0001595291436887255,0.019525026807598045,0.05879124825216244,0.0001595291436887255,0.0410919189453125,0.6375,0.0781294854844318
10std_4.jpg,0.9464569091796875,0.01617950287527285,0.10087626427412033,0.00012547516625774794,0.021850346583946023,0.07729352998008117,0.00012547516625774794,0.0535430908203125,0.9075,0.09822503857833038
10std_5.jpg,0.9402923583984375,0.018420510425068207,0.04035913571715355,9.865996502198194e-05,0.02255913229549633,0.07790773580842583,9.865996502198194e-05,0.0597076416015625,1.315,0.10451510875106247
10std_6.jpg,0.9362335205078125,0.02299364729228122,0.04846321791410446,0.00021327360895753817,0.028076471066942443,0.07694301108106968,0.00021327360895753817,0.0637664794921875,0.655,0.11615557096693006
10std_7.jpg,0.9376678466796875,0.02190800833117611,0.029734663665294647,0.00020590595815373562,0.026617012771905646,0.0692532881994926,0.00020590595815373562,0.0623321533203125,0.6525,0.11243351112271922
10std_8.jpg,0.9336700439453125,0.03173170205879359,0.022589873522520065,0.00018094666901125403,0.02578364353553919,0.062093100121995294,0.00018094666901125403,0.0663299560546875,0.7775,0.11285806111427263
10std_9.jpg,0.94537353515625,0.02447681974630064,0.053025927394628525,0.00020919500612745097,0.020995794558057557,0.09030709890320585,0.00020919500612745097,0.05462646484375,0.6375,0.08270590324591702
10thh_1.jpg,0.9526824951171875,0.013926781936748952,0.06889651715755463,4.807466305560947e-05,0.029461490406709534,0.04730486836736087,4.807466305560947e-05,0.0473175048828125,1.61,0.11521995576470433
10thh_10.jpg,0.936370849609375,0.017661523428954867,0.07197289168834686,6.159437888579843e-05,0.03656221277573535,0.0684557157685083,6.159437888579843e-05,0.063629150390625,1.4325,0.14003784779770076
10thh_11.jpg,0.9550018310546875,0.013506918840559002,0.09197471290826797,6.116900527686404e-05,0.0299714331533395,0.05484566310870259,6.116900527686404e-05,0.0449981689453125,1.14,0.11892552780315768
10thh_12.jpg,0.9452362060546875,0.013154312835154898,0.08107990026473999,5.3366231177137306e-05,0.03155308143765323,0.055423482539589015,5.3366231177137306e-05,0.0547637939453125,1.4475,0.12398334957123666
10thh_13.jpg,0.956298828125,0.01331558871432183,0.0808669850230217,4.310874672202797e-05,0.026875873640471837,0.0514378007402995,4.310874672202797e-05,0.043701171875,1.43,0.10740084876827043
10thh_14.jpg,0.9446258544921875,0.012582451447357089,0.0888885036110878,4.6329404023373144e-05,0.030412741268382337,0.04979259910051715,4.6329404023373144e-05,0.0553741455078125,1.5175,0.11900664185795663
10thh_15.jpg,0.9566192626953125,0.012645603311922781,0.08633372187614441,6.872078710457617e-05,0.030616730334712017,0.05797581976156592,6.872078710457617e-05,0.0433807373046875,1.0175,0.12283792021069596
10thh_16.jpg,0.9512176513671875,0.014187284121947906,0.05547749623656273,5.99759778335141e-05,0.02973375507429532,0.05069517160848699,5.99759778335141e-05,0.0487823486328125,1.1525,0.1180566220255595
10thh_17.jpg,0.945709228515625,0.015722427725849725,0.043353691697120667,6.43824400166749e-05,0.030072380514705843,0.06162569648029161,6.43824400166749e-05,0.054290771484375,1.265,0.11046781138051347
10thh_18.jpg,0.9404754638671875,0.016832985174776462,0.07178936898708344,5.899180536684783e-05,0.034742587220434995,0.05470801257418176,5.899180536684783e-05,0.0595245361328125,1.4375,0.13382878870273465
10thh_19.jpg,0.938934326171875,0.014683196339020956,0.087483711540699,4.674298730910634e-05,0.03129685345818012,0.04938845353310974,4.674298730910634e-05,0.061065673828125,1.6575,0.12213465926598054
10thh_2.jpg,0.9510650634765625,0.01746853215614715,0.0735345184803009,7.62939453125e-05,0.0345730650658701,0.057454305041085355,7.62939453125e-05,0.0489349365234375,1.07,0.13528195376462265
10thh_20.jpg,0.9492950439453125,0.014175409820836806,0.08798576146364212,5.167883795660895e-05,0.03043003456265314,0.05934366798752505,5.167883795660895e-05,0.0507049560546875,1.48,0.12089317281577511
10thh_21.jpg,0.9524993896484375,0.013938735484663746,0.06422179192304611,7.042239227657363e-05,0.031382362515318674,0.04695023821255715,7.042239227657363e-05,0.0475006103515625,1.0525,0.12481825352006475
10thh_22.jpg,0.940399169921875,0.015575781464069627,0.08992375433444977,6.67068193543632e-05,0.03611276663985907,0.06207298684300999,6.67068193543632e-05,0.059600830078125,1.325,0.13947339419802596
10thh_23.jpg,0.943084716796875,0.016276458058976265,0.05877303704619408,6.717551402162978e-05,0.03331358666513484,0.04718063533864743,6.717551402162978e-05,0.056915283203125,1.2425,0.12579328766961334
10thh_24.jpg,0.950164794921875,0.014846908094744675,0.07970144599676132,5.927790607005758e-05,0.03291057511871931,0.051757385069636196,5.927790607005758e-05,0.049835205078125,1.3025,0.1309343050939956
10thh_25.jpg,0.957611083984375,0.014000092258817407,0.08192263543605804,5.482662061930668e-05,0.027962897805606568,0.04802272068440991,5.482662061930668e-05,0.042388916015625,1.235,0.11124980644919803
10thh_26.jpg,0.95355224609375,0.014655541933411835,0.09750408679246902,5.280449595008757e-05,0.030597522212009842,0.05583151576067395,5.280449595008757e-05,0.04644775390625,1.4275,0.1208690400666007
10thh_27.jpg,0.951141357421875,0.016858903063020278,0.10365727543830872,6.0272216796875e-05,0.03395499435125615,0.052548502710412025,6.0272216796875e-05,0.048858642578125,1.4,0.13274899034004606
10thh_3.jpg,0.941864013671875,0.016474663544967984,0.06858702003955841,5.083951083096591e-05,0.03337899002374389,0.06297650995041182,5.083951083096591e-05,0.058135986328125,1.65,0.12949797500055732
10thh_4.jpg,0.9477081298828125,0.01324465107987698,0.09456084668636322,5.4587369667184515e-05,0.030290850471047848,0.06399262178895297,5.4587369667184515e-05,0.0522918701171875,1.3075,0.12040255905845743
10thh_5.jpg,0.948699951171875,0.016251324719846694,0.09410271048545837,5.0924752504770995e-05,0.03322747922411151,0.05980321083302049,5.0924752504770995e-05,0.051300048828125,1.6375,0.13120561911862133
10thh_6.jpg,0.9500732421875,0.013801450532849775,0.11506666243076324,4.7170083353838586e-05,0.029505172430300264,0.05707617620632411,4.7170083353838586e-05,0.0499267578125,1.5875,0.11611023340256617
10thh_7.jpg,0.9570159912109375,0.01385884458720998,0.0964571014046669,6.729929070723684e-05,0.029646391027113972,0.06032965144222463,6.729929070723684e-05,0.0429840087890625,0.95,0.12027950153039997
10thh_8.jpg,0.945526123046875,0.013762331450709046,0.07933998107910156,5.273937966521836e-05,0.030093742819393365,0.0604512259682071,5.273937966521836e-05,0.054473876953125,1.4025,0.11858130414571996
10thh_9.jpg,0.9361724853515625,0.015263163949590524,0.051011357456445694,5.2302853716467957e-05,0.034844491996017135,0.06192029669975995,5.2302853716467957e-05,0.0638275146484375,1.6775,0.132795131114892
10th_1.jpg,0.95526123046875,0.015672531853969555,0.031954046338796616,7.508612559779024e-05,0.014740289426317443,0.04847302781756774,7.508612559779024e-05,0.04473876953125,0.9475,0.09896201051227846
10th_10.jpg,0.94189453125,0.019712976641243336,0.03320412337779999,0.00012031323982007576,0.02892785165824141,0.09180884027693363,0.00012031323982007576,0.05810546875,0.825,0.15037946022927742
10th_11.jpg,0.9495849609375,0.016543045597466194,0.021394234150648117,9.188535103031336e-05,0.022809316597732887,0.04611270064709419,9.188535103031336e-05,0.0504150390625,0.9175,0.1326923669453679
10th_12.jpg,0.9539794921875,0.015932141849303718,0.08651156723499298,9.888248501227342e-05,0.021085671817555163,0.07465621722286098,9.888248501227342e-05,0.0460205078125,0.8275,0.12458419241006297
10th_13.jpg,0.94805908203125,0.014773490340015842,0.03807907551527023,7.69605914365898e-05,0.018664550781249956,0.050882771496447085,7.69605914365898e-05,0.05194091796875,1.03,0.1150870018927948
10th_2.jpg,0.9586944580078125,0.01395734265725804,0.01719067059457302,6.961126397125913e-05,0.015615186504289169,0.056115972923957334,6.961126397125913e-05,0.0413055419921875,1.0275,0.10255042357455635
10th_3.jpg,0.9519500732421875,0.0362327987382755,0.022957192733883858,0.00010700590291600319,0.021796133003982865,0.057298658407606354,0.00010700590291600319,0.0480499267578125,0.785,0.12640251133591615
